2022-02-10 21:10:04.381 EST,,,98095,,6205c57b.17f2f,1,,2022-02-10 21:10:03 EST,,0,LOG,00000,"ending log output to stderr",,"Future log output will go to log destination ""csvlog"".",,,,,,,"","postmaster",,0
2022-02-10 21:10:04.381 EST,,,98095,,6205c57b.17f2f,2,,2022-02-10 21:10:03 EST,,0,LOG,00000,"starting PostgreSQL 14.1 on x86_64-apple-darwin21.1.0, compiled by Apple clang version 13.0.0 (clang-1300.0.29.3), 64-bit",,,,,,,,,"","postmaster",,0
2022-02-10 21:10:04.382 EST,,,98095,,6205c57b.17f2f,3,,2022-02-10 21:10:03 EST,,0,LOG,00000,"listening on IPv6 address ""::1"", port 5432",,,,,,,,,"","postmaster",,0
2022-02-10 21:10:04.382 EST,,,98095,,6205c57b.17f2f,4,,2022-02-10 21:10:03 EST,,0,LOG,00000,"listening on IPv4 address ""127.0.0.1"", port 5432",,,,,,,,,"","postmaster",,0
2022-02-10 21:10:04.438 EST,,,98095,,6205c57b.17f2f,5,,2022-02-10 21:10:03 EST,,0,LOG,00000,"listening on Unix socket ""/tmp/.s.PGSQL.5432""",,,,,,,,,"","postmaster",,0
2022-02-10 21:10:05.168 EST,,,98130,,6205c57d.17f52,1,,2022-02-10 21:10:05 EST,,0,LOG,00000,"database system was shut down at 2022-02-10 21:10:02 EST",,,,,,,,,"","startup",,0
2022-02-10 21:10:05.181 EST,,,98095,,6205c57b.17f2f,6,,2022-02-10 21:10:03 EST,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,,"","postmaster",,0
2022-02-10 21:10:50.838 EST,"project1user","project1db",98243,"127.0.0.1:60669",6205c5a9.17fc3,1,"BEGIN",2022-02-10 21:10:49 EST,3/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend",,0
2022-02-10 21:10:50.932 EST,"project1user","project1db",98243,"127.0.0.1:60669",6205c5a9.17fc3,2,"SET",2022-02-10 21:10:49 EST,3/2,0,LOG,00000,"execute <unnamed>: SET extra_float_digits = 3",,,,,,,,,"","client backend",,0
2022-02-10 21:10:50.932 EST,"project1user","project1db",98243,"127.0.0.1:60669",6205c5a9.17fc3,3,"SET",2022-02-10 21:10:49 EST,3/2,0,LOG,00000,"execute <unnamed>: SET application_name = 'PostgreSQL JDBC Driver'",,,,,,,,,"","client backend",,0
2022-02-10 21:10:50.932 EST,"project1user","project1db",98243,"127.0.0.1:60669",6205c5a9.17fc3,4,"COMMIT",2022-02-10 21:10:49 EST,3/2,0,LOG,00000,"execute <unnamed>: COMMIT",,,,,,,,,"PostgreSQL JDBC Driver","client backend",,0
2022-02-10 21:10:51.267 EST,"project1user","project1db",98243,"127.0.0.1:60669",6205c5a9.17fc3,5,"SELECT",2022-02-10 21:10:49 EST,3/3,0,LOG,00000,"execute <unnamed>: select current_schema()",,,,,,,,,"PostgreSQL JDBC Driver","client backend",,0
2022-02-10 21:10:53.488 EST,"project1user","project1db",98243,"127.0.0.1:60669",6205c5a9.17fc3,6,"SELECT",2022-02-10 21:10:49 EST,3/4,0,LOG,00000,"execute <unnamed>: SELECT NULL AS TABLE_CAT, n.nspname AS TABLE_SCHEM, c.relname AS TABLE_NAME,  CASE n.nspname ~ '^pg_' OR n.nspname = 'information_schema'  WHEN true THEN CASE  WHEN n.nspname = 'pg_catalog' OR n.nspname = 'information_schema' THEN CASE c.relkind   WHEN 'r' THEN 'SYSTEM TABLE'   WHEN 'v' THEN 'SYSTEM VIEW'   WHEN 'i' THEN 'SYSTEM INDEX'   ELSE NULL   END  WHEN n.nspname = 'pg_toast' THEN CASE c.relkind   WHEN 'r' THEN 'SYSTEM TOAST TABLE'   WHEN 'i' THEN 'SYSTEM TOAST INDEX'   ELSE NULL   END  ELSE CASE c.relkind   WHEN 'r' THEN 'TEMPORARY TABLE'   WHEN 'p' THEN 'TEMPORARY TABLE'   WHEN 'i' THEN 'TEMPORARY INDEX'   WHEN 'S' THEN 'TEMPORARY SEQUENCE'   WHEN 'v' THEN 'TEMPORARY VIEW'   ELSE NULL   END  END  WHEN false THEN CASE c.relkind  WHEN 'r' THEN 'TABLE'  WHEN 'p' THEN 'PARTITIONED TABLE'  WHEN 'i' THEN 'INDEX'  WHEN 'P' then 'PARTITIONED INDEX'  WHEN 'S' THEN 'SEQUENCE'  WHEN 'v' THEN 'VIEW'  WHEN 'c' THEN 'TYPE'  WHEN 'f' THEN 'FOREIGN TABLE'  WHEN 'm' THEN 'MATERIALIZED VIEW'  ELSE NULL  END  ELSE NULL  END  AS TABLE_TYPE, d.description AS REMARKS,  '' as TYPE_CAT, '' as TYPE_SCHEM, '' as TYPE_NAME, '' AS SELF_REFERENCING_COL_NAME, '' AS REF_GENERATION  FROM pg_catalog.pg_namespace n, pg_catalog.pg_class c  LEFT JOIN pg_catalog.pg_description d ON (c.oid = d.objoid AND d.objsubid = 0  and d.classoid = 'pg_class'::regclass)  WHERE c.relnamespace = n.oid  AND n.nspname LIKE 'public' AND (false  OR ( c.relkind = 'r' AND n.nspname !~ '^pg_' AND n.nspname <> 'information_schema' ) )  ORDER BY TABLE_TYPE,TABLE_SCHEM,TABLE_NAME ",,,,,,,,,"PostgreSQL JDBC Driver","client backend",,0
